,,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment,Enrichment
,,AUC,NES,MotifSimilarityQvalue,OrthologousIdentity,Annotation,Context,TargetGenes,RankAtMax
TF,MotifID,,,,,,,,
Bach2,tfdimers__MD00569,0.09322914049282209,3.945576660836934,6.2563e-06,0.900119,motif similar to tfdimers__MD00162 ('M01721_forward_3_M00983_forward dimer: PUR1 / MAF'; q-value = 6.26e-06) which is annotated for orthologous gene ENSG00000112182 in H. sapiens (identity = 90%),"frozenset({'mm10_10kbp_up_10kbp_down_full_tx_v10_clust.genes_vs_motifs.rankings', 'weight>75.0%', 'activating'})","[('Fut8', 1.5879884300110572), ('Satb1', 3.671192302748834), ('Hivep2', 2.9794254333454044), ('Plag1', 3.2986154442133566), ('Phf21a', 0.975651251006201), ('Mef2a', 1.4343207652375622), ('Bbx', 0.9088068800979248), ('Mctp1', 1.1438648580213386), ('Klhl15', 1.7004633826964926), ('Msi2', 1.9294927398432395), ('Pkp4', 1.7179106254889074), ('Sh3rf1', 1.8130815786451464), ('Rora', 1.2109438790256848), ('Kif1b', 2.349014051122278), ('Syne2', 1.1613850627191071), ('Camk1d', 2.914597817217472), ('Rnf220', 4.636314611559159), ('Camk2d', 2.295804998145756), ('Smim14', 1.6142667100837604), ('1700025G04Rik', 9.266113397412203), ('Kdm5b', 1.5785130146666233), ('L3mbtl3', 1.0579382884900008), ('Peak1', 2.378404885723153), ('Runx2', 1.1941272295073764), ('Tbc1d5', 1.2835585104951936), ('Zc3h12b', 0.8992626860827384), ('Alcam', 1.6163355035524158), ('Diaph2', 2.555334956787263), ('Zbtb25', 36.25744355349266), ('Arpp21', 1.700585090544921), ('Lpar1', 0.8909027372150481), ('Tfrc', 1.304699316262305), ('Tmcc1', 1.4628171969653565), ('Patj', 2.7069586712306704), ('Ube2e2', 5.390201698462102), ('Phtf2', 2.279621378669274), ('Zfp521', 3.3358306357087617), ('Rnf217', 1.1106178373098612), ('Luzp1', 0.851859565858299), ('Frmd4b', 1.524912647884577), ('Large1', 0.9330711883171524), ('Ints6', 1.419410220573978), ('Arid5b', 1.2739017437916054), ('Flt3', 6.88813340424627), ('Dnajc13', 2.072344130846864), ('Zfp516', 2.5326532863797144), ('Rgl1', 1.3918796569729048), ('Klf8', 1.0037006934196269), ('Znrf3', 0.8464316109057164), ('Dennd5b', 1.268253825534101), ('Vav3', 1.1875261907381265), ('Map3k5', 1.1165510347611312), ('Cacnb2', 1.172511787799185), ('Trps1', 1.5299555610879858), ('Fam184a', 1.698160027084615), ('Shroom4', 0.8671114668236497), ('2210408F21Rik', 1.1434771470874607), ('Paqr8', 1.814257485838241), ('Zfp710', 0.884842911503624), ('Ppm1h', 2.283030258141963), ('Rasgef1b', 1.6103122732005803), ('Il15', 3.714398779177324), ('Sdk1', 1.2368650362063665), ('Zfp608', 1.0307389646412626), ('Pde3b', 1.6659223330342587), ('Immp2l', 2.449642596396406), ('Loxl2', 1.5150876959532762), ('Nrg2', 0.8603796022715646), ('Aff3', 3.14157027099031), ('Sox4', 1.168519087157788), ('Casc4', 0.8944187221329799), ('Prkaa2', 1.6986585932604843), ('Prrg1', 3.458449899948144), ('Gbe1', 1.4424392792792111), ('Cobll1', 11.334299049414184), ('Mboat1', 1.0140732071190175), ('Atg10', 5.824448945748575), ('Tmtc2', 2.8344377381859664), ('Pan3', 1.2806150870718014), ('Gucy1a2', 1.400191127340174), ('Crispld1', 1.7060738454580158), ('Mctp2', 2.8331675962069345), ('Rbpms', 7.288913751831865), ('Nos1ap', 1.3870421258059502), ('Evi5', 1.9351933077784176), ('Cnn3', 1.3059100682912372), ('Nrp1', 9.863202752046154), ('Hmga2', 6.706422956870688), ('Pkib', 5.859321366251734), ('Pag1', 4.686095387370786), ('Antxr2', 0.8680287725822587), ('Peli2', 2.1777623890411157), ('Dst', 1.042603744856756), ('Rgs2', 1.375086081359362), ('Ptpro', 1.5619760222959025), ('Ckap4', 1.5474115221340583), ('Smarcc1', 1.376267034469943), ('Mid1', 1.5850384848304035), ('Styx', 2.350131136369326), ('Deptor', 0.865233401694942), ('Rnf11', 2.598970956439601), ('Pim1', 1.5152723221881297), ('Greb1', 0.9900475958060376), ('Lsp1', 2.200058972570339), ('Fgd4', 11.675465640472307), ('Xrcc4', 0.9744459411597272)]",3424
Bach2,tfdimers__MD00332,0.0866961488852036,3.44567814210232,2.67557e-12,0.900119,motif similar to tfdimers__MD00162 ('M01721_forward_3_M00983_forward dimer: PUR1 / MAF'; q-value = 2.68e-12) which is annotated for orthologous gene ENSG00000112182 in H. sapiens (identity = 90%),"frozenset({'mm10_10kbp_up_10kbp_down_full_tx_v10_clust.genes_vs_motifs.rankings', 'weight>75.0%', 'activating'})","[('Fut8', 1.5879884300110572), ('Satb1', 3.671192302748834), ('Phf21a', 0.975651251006201), ('Mef2a', 1.4343207652375622), ('Plag1', 3.2986154442133566), ('Klhl15', 1.7004633826964926), ('Bbx', 0.9088068800979248), ('Hivep2', 2.9794254333454044), ('Mctp1', 1.1438648580213386), ('Runx2', 1.1941272295073764), ('Zc3h12b', 0.8992626860827384), ('Pkp4', 1.7179106254889074), ('Sh3rf1', 1.8130815786451464), ('Peak1', 2.378404885723153), ('Syne2', 1.1613850627191071), ('Kdm5b', 1.5785130146666233), ('Zfp521', 3.3358306357087617), ('Patj', 2.7069586712306704), ('Camk2d', 2.295804998145756), ('Rnf220', 4.636314611559159), ('Large1', 0.9330711883171524), ('Msi2', 1.9294927398432395), ('Tbc1d5', 1.2835585104951936), ('Dnajc13', 2.072344130846864), ('Gucy1a2', 1.400191127340174), ('Kif1b', 2.349014051122278), ('Ints6', 1.419410220573978), ('Rora', 1.2109438790256848), ('L3mbtl3', 1.0579382884900008), ('Tmcc1', 1.4628171969653565), ('Rnf217', 1.1106178373098612), ('Diaph2', 2.555334956787263), ('Zbtb25', 36.25744355349266), ('Klf8', 1.0037006934196269), ('Arpp21', 1.700585090544921), ('Camk1d', 2.914597817217472), ('Lpar1', 0.8909027372150481), ('Smim14', 1.6142667100837604), ('Dennd5b', 1.268253825534101), ('Phtf2', 2.279621378669274), ('Alcam', 1.6163355035524158), ('Crispld1', 1.7060738454580158), ('1700025G04Rik', 9.266113397412203), ('Shroom4', 0.8671114668236497), ('Tfrc', 1.304699316262305), ('Zfp710', 0.884842911503624), ('Zfp516', 2.5326532863797144), ('Casc4', 0.8944187221329799), ('Cacnb2', 1.172511787799185), ('Lsp1', 2.200058972570339), ('2610307P16Rik', 11.50770857148589), ('Ube2e2', 5.390201698462102), ('Frmd4b', 1.524912647884577), ('Trps1', 1.5299555610879858), ('Luzp1', 0.851859565858299), ('Rgl1', 1.3918796569729048), ('Rbpms', 7.288913751831865), ('Vav3', 1.1875261907381265), ('Sox4', 1.168519087157788), ('Lpp', 5.563502092031768), ('Immp2l', 2.449642596396406), ('Pkib', 5.859321366251734), ('Prkag2', 0.8471850069960948), ('Il15', 3.714398779177324), ('Tcf7l2', 5.687485103894379), ('Znrf3', 0.8464316109057164), ('Pde3b', 1.6659223330342587), ('Nrg2', 0.8603796022715646), ('Prrg1', 3.458449899948144), ('Fam184a', 1.698160027084615), ('Arid5b', 1.2739017437916054), ('Aff3', 3.14157027099031), ('Hdac9', 10.358485464419791), ('Evi5', 1.9351933077784176), ('Ephb2', 5.473724902451997), ('Tmtc2', 2.8344377381859664), ('Smarcc1', 1.376267034469943), ('Map3k5', 1.1165510347611312), ('Pan3', 1.2806150870718014), ('Paqr8', 1.814257485838241), ('Rgs2', 1.375086081359362), ('Nsun7', 2.501344603574516), ('Loxl2', 1.5150876959532762), ('2210408F21Rik', 1.1434771470874607), ('Antxr2', 0.8680287725822587), ('Nrp1', 9.863202752046154), ('Cdk14', 3.538825367712957), ('Cacna1a', 1.641058098782846), ('Hmga2', 6.706422956870688), ('Apba1', 3.540256220362929), ('Prkaa2', 1.6986585932604843), ('St3gal2', 0.8858425568622789), ('Ppm1h', 2.283030258141963), ('St8sia4', 1.8849693002124035), ('Neat1', 4.063858068014106), ('Cobll1', 11.334299049414184), ('Cnn3', 1.3059100682912372), ('Egfl7', 1.7404600335472586), ('2810408I11Rik', 1.425578509951244), ('Tspan5', 1.9403958852477363), ('Pou2f2', 0.848092965582525), ('Peli2', 2.1777623890411157), ('Dst', 1.042603744856756), ('Serpinf1', 1.438507592523175), ('Tchh', 1.2515052765770336), ('Styx', 2.350131136369326), ('Stxbp4', 2.783128073040458), ('Rasgef1b', 1.6103122732005803), ('Dennd3', 0.914325821238084), ('Mid1', 1.5850384848304035), ('Rnf11', 2.598970956439601), ('Pim1', 1.5152723221881297), ('Snx30', 1.2661663867003927), ('Lcp1', 0.935547847297935), ('Gpc3', 1.7340170537530408), ('Atg10', 5.824448945748575), ('Greb1', 0.9900475958060376), ('Dnm1', 4.442132656005997), ('Evl', 3.99270018049508), ('Fggy', 1.8671191941162515), ('Mpzl1', 1.2809789184456462), ('Ptpro', 1.5619760222959025), ('Sdk1', 1.2368650362063665), ('Bcl2', 1.1966478774852345), ('Nfkbiz', 0.8495673590254479), ('Dip2b', 1.9900315283994443), ('Ino80dos', 2.9466550389797304)]",4796
Cebpb,tfdimers__MD00265,0.0640358812000603,3.6650273367155397,1.71913e-11,0.820946,gene is orthologous to ENSG00000172216 in H. sapiens (identity = 82%) which is annotated for similar motif tfdimers__MD00159 ('M00087_forward_7_M00912_forward dimer: Ik-2 / C/EBP'; q-value = 1.72e-11),"frozenset({'mm10_10kbp_up_10kbp_down_full_tx_v10_clust.genes_vs_motifs.rankings', 'weight>75.0%', 'activating'})","[('Dusp2', 4.223404845488742), ('1700003C15Rik', 2.3553697160712126), ('Rassf2', 1.810359990240746), ('Rrp1b', 1.197834326792585), ('Ctsb', 1.2068605644569468), ('Hdc', 5.622378361929688), ('Phactr2', 1.0888972295976451), ('Prss57', 4.231404465303907), ('Patj', 0.9852722281672868), ('Pdzd4', 1.3380039522245488), ('Edem3', 2.3481372788644137), ('Ndufa4', 0.9056849150142656), ('D930032P07Rik', 1.0110949871395114), ('Entpd1', 0.966095675065928), ('Nubpl', 1.72396582216572), ('Rab44', 18.80891014308221), ('Fkbp1a', 7.381153656667886), ('Rmi2', 1.0161849916921726), ('Cdk14', 15.183718596717618)]",548
Cebpd,tfdimers__MD00138,0.08331693697238853,4.032702325678452,1.6213e-07,0.858736,motif similar to tfdimers__MD00359 ('M00500_forward_7_M00912_forward dimer: STAT6 / C/EBP'; q-value = 1.62e-07) which is annotated for orthologous gene ENSG00000221869 in H. sapiens (identity = 85%),"frozenset({'mm10_10kbp_up_10kbp_down_full_tx_v10_clust.genes_vs_motifs.rankings', 'weight>75.0%', 'activating'})","[('Fut8', 0.8399568198702998), ('Slc4a7', 1.3602601547489943), ('Sik2', 0.8648158380111065), ('Galnt3', 1.1421476152227132), ('Hmgcs1', 2.5397154471524366), ('Plk4', 2.570807384910387), ('Atrnl1', 5.802115616372152), ('Kcnq3', 6.234229213833081), ('Man1a', 6.177591240424775), ('Epb41l3', 2.1798975677449848), ('Map3k5', 1.2003654291618655), ('Patj', 1.2901551311322188), ('Cdkl5', 1.422577319250023), ('Smim14', 1.8732138531947105), ('Cask', 1.5811178433481468), ('Ap3s1', 14.372181359580049), ('Ubtd2', 8.69581389111411), ('Rgs2', 1.2180905480757367), ('Dennd5b', 2.121047877760716), ('Chsy1', 0.9986033969207184), ('Ern1', 4.824984366781268), ('Mctp1', 0.831884846908299), ('Ckap4', 6.576920906939702), ('Ino80dos', 1.392877900884035)]",1261
Clock,taipale_tf_pairs__GCM1_FIGLA_CASSTGNNNNNNNNNNNTGCGGG_CAP_repr,0.10020160634734823,3.009695036433657,2.68644e-06,0.950877,gene is orthologous to ENSG00000134852 in H. sapiens (identity = 95%) which is annotated for similar motif taipale_tf_pairs__CLOCK_FIGLA_NCASSTGKNNNNNNNNCACGTGN_CAP_repr ('CLOCK [bHLH] - FIGLA [bHLH]'; q-value = 2.69e-06),"frozenset({'mm10_10kbp_up_10kbp_down_full_tx_v10_clust.genes_vs_motifs.rankings', 'weight>75.0%', 'activating'})","[('Clock', 1.0), ('Plag1', 2.956152488678617), ('Gphn', 2.422349755434216), ('Mef2a', 1.2973965009182156), ('Ccser1', 1.0529171391893892), ('Hif1a', 0.8707208428544132), ('Dlgap1', 1.3439652331258265), ('Basp1', 4.641377758628969), ('Neto2', 1.404892416444397), ('Mbnl3', 1.862450191930746), ('Kif1b', 2.9911041415553195), ('E130308A19Rik', 0.8574254557739538), ('Smim14', 0.9415258124636324), ('App', 2.9117471889062387), ('Zc3h12b', 0.9142477020509234), ('Zbtb25', 1.1170962493149157), ('Lpar1', 1.6196231878495246), ('Wls', 1.39352964602445), ('Slf1', 1.0949562050599777), ('Jarid2', 0.9436976087162772), ('Phtf2', 2.162175255918158), ('Rnf217', 7.19940254363994), ('Elovl6', 0.908860062641116), ('Rundc3b', 3.673057063355703), ('Rad54b', 2.4590020743425853), ('Trerf1', 1.264729277168748), ('Cd2ap', 0.9473019350020464), ('Pcyt1a', 1.8568444484900253), ('Mei4', 0.9447140002638538), ('Nfat5', 3.5145978602391352), ('Il15', 1.2089453596175244), ('Syne1', 3.029682567530181), ('Als2', 1.064381312233316), ('Itpr1', 1.0138073548746), ('Ophn1', 1.0530923547060027), ('Stx11', 0.829917989485647), ('Nrg2', 0.8557760573853834), ('4930447C04Rik', 2.17458807178401), ('Ipo7', 1.2912167282481617), ('Fgf13', 1.4368227236298603), ('Lhfp', 1.5171985072258751), ('Cobll1', 1.9323556943341271), ('Extl3', 0.8481723174728582), ('Agl', 1.0719165878976142), ('Fnip2', 1.2584517369038395), ('Car3', 1.234383965706101), ('Rapgef6', 1.27384807144127), ('Mgat5', 4.1094136910463925), ('Dst', 1.0022555294840851), ('Ckap4', 0.8849387430142353), ('Mid1', 3.66029502456241), ('Cers6', 1.5101407511722436), ('Cdc14b', 1.1440822860148232), ('Dscaml1', 3.2093429503338946), ('Emb', 0.8775137635781936), ('Prkch', 0.9246081785936334), ('Golga3', 0.8502354515745247), ('St3gal3', 1.5622609897941009), ('Trio', 1.0946847516130993), ('Rftn1', 2.103094850937965), ('Snx30', 1.841721475037552), ('Wdr7', 3.8643035954557865), ('Zdhhc14', 2.329991998724177), ('Phactr2', 0.8902888106976844), ('Slc14a1', 0.8726425015133457), ('Pced1b', 0.8999122119692731), ('Hgf', 0.9379987495684308), ('C1qtnf7', 3.229007685609547), ('Patl1', 1.0624795761905754), ('Stom', 0.9931707058866523), ('Dlg3', 1.6718661652083275), ('Usp24', 1.868904944705168), ('Mitf', 2.051049823485847), ('Zfp820', 1.099946223097099)]",4937
